,vacancyTitle,conceptUri
7905,Senior Audit,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7906,audit manager,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7907,Senior Internal Auditor,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7908,Audit Semi-Senior,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7909,Head of Investment Assurance,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7910,Internal Audit Executive,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7911,Audit Senior (Melaka Office),http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7912,INTERN - ISO,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7913,Associate - Assurance (Kuching),http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7914,Tax Executive cum Internal Audit,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7915,Internship with Management Firm,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7916,Audit Associate,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7917,Internal Auditor (Semi Senior),http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21
7918,Senior Consultant - Analytics and Cognitive - MY,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3
7919,Digital Transformation Specialist,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3
7920,Data & Platform Support Engineer,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3
7921,Data Quality Engineer,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3
7922,Junior Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7923,Senior Data Modeler,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7924,Senior Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7925,Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7926,Data Engineer (6 Month Fix Term Contract Role),http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7927,Data Scientist II (Data Engineer),http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7928,"BI Analytics, Azure Senior Consultant ",http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7929,Senior Applied Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7930,Principal Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7931,"Scientist 1, Data Science",http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7932,Data Scientist - 39746 (Contract),http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7933,"BI Analytics, Azure DevOps Junior Consultant ",http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7934,Lead Data Scientist - Marketing Squad,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7935,Senior Azure Data Engineer,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7936,Data Science Consultant,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7937,Head Of Data Science,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7938,Data scientist (domain Preferred - Retail/Fmcg),http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7939,AI ML Data Scientist,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7940,JUNIOR DATA SCIENTIST,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7941,Data Scientist - 39747 (Contract),http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7942,Data Engineer/Data Support Engineer,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7943,SENIOR DATA ENGINEER,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7944,"Specialist, Data Engineering",http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7945,Data Scientist Architect ,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7946,Data Scientist (Senior Manager) @ Financial Industry,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7947,Digital Data Engineering Practitioner,http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30
7948,PEGAWAI IT (Programmer-Junior),http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7949,IT DEVELOPMENT & SUPPORT EXECUTIVE,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7950,Senior Fullstack Developer (Team Lead),http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7951,Regional Support Specialist - Database,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7952,IT EXECUTIVE (PROGRAMMER),http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7953,Oracle SQL Developer,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7954,Data Engineer (Big Data),http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7955,PEGAWAI IT (Programmer),http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7956,SAS Programmer,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7957,IT Programmer Executive,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7958,ORACLE DEVELOPER,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7959,Cutover Lead,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7960,ATL  (Architect Team Leader) - GSC,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7961,Oracle Architect / Lead ,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7962,Oracle Retail Functional Lead ,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7963,SQL Developers,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7964,EDW DevOps Engineer,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7965,Database Developer,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7966,Senior Oracle Developer,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d
7967,Front-end Developer and online ads specialist,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7968,Analytics Web Tech Specialist,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7969,Software Executive,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7970,"Full Stack Developer (WEBGL, ThreeJS, Babylon.js, A-frame )",http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7971,Senior Front End Web Developer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7972,Web Developer (Laravel),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7973,Developer Team Lead,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7974,Junior Associate,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7975,Web Support Specialist,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7976,PHP Web Application Programmer (with company share),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7977,Internship  (Web Designer/Developer),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7978,Head of UI/UX Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7979,Web Developer (PHP),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7980,IT - Web Programmer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7981,UI/UX Web Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7982,WEB APPLICATION DEVELOPER,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7983,IT applications- Web developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7984,Back-End Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7985,Web Developer (Senior Associate),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7986,WebSite Programer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7987,Website programer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7988,Senior Software Developer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7989,Web Developer (Permanent & Internship),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7990,WordPress & Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7991,Internship - Web design,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7992,Apprentice for Web Developer-RM1000* | FOC Monthly Activitie,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7993,Lead User Interface Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7994,Software Engineer/ Webpage Developer/ App Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7995,Web Developer(R),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7996,Web Developer Cum Web Designer (WordPress),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7997,Web designer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7998,Front end Developer (Web),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
7999,WordPress Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8000,Senior Programmer (Virtual Exhibition) ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8001,Assistant Web Development Executive,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8002,IT Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8003,MWI Front End Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8004,Web Application Developer (Korean Speaking),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8005,Senior Web Application Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8006,Front End Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8007,Sr Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8008,Web Developer and Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8009,JAVA Developer/Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8010,Web Developer - Internship,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8011,.Net Application Developer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8012,IT Software,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8013,Web Marketer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8014,Website Backend Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8015,Web Developer Intern,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8016,Web Specialist,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8017,WEB DEVELOPER (PROGRAM LATIHAN LEPASAN GRADUAN),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8018,WebMethods Infra Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8019,UI/UX Developer / Web Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8020,Assistant Web Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8021,Apprentice Web Developer-RM1000* | FOC Monthly Activities,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8022,WEB DEVELOPER,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8023,Web UI Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8024,Senior Web Developer (Frontend/Backend/Fullstack),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8025,Web Developer (Ref:IRAF),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8026,Creative Design cum IT Support,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8027,Full stack Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8028,PHP Laravel Developer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8029,WEB DEVELOPER CUM WEB DESIGNER,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8030,Full Stack .NET Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8031,Web Developers (6 Months Contract),http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8032,"Assistant Manager, Web Analytics",http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8033,website developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8034,Senior Website Developer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8035,Web Developer Specialist #MVG ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8036,Web Developer ,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8037,Front-End Web Engineer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8038,Senior Web Programmer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8039,Senior Product UI/UX Designer,http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d
8040,Application Support,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8041,Senior Java Specialist (Home Working) #MVG ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8042,Application Support Specialist,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8043,IT Application Support Development,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8044,Developer/System Engineer (PLSQL),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8045,I.T. Programmer (PHP),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8046,Java Developer with Microservices,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8047,System Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8048,Software Support Specialist,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8049,Software Application Support Specialist (LIS),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8050,Application Support Manager,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8051,L2 Application Support ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8052,Java PLSQL,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8053,L1 Apps Support - KCWL1AppsSupport/RID21002855 -088,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8054,Fullstack Java Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8055,Senior Engineer- IT System ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8056,Spring Boot Lead,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8057,Senior Java Developer (PLSQL) - 2020-8268,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8058,Senior Java Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8059,Technical Lead ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8060,Application support analyst,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8061,LARAVEL DEVELOPER,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8062,Senior PHP Developer (RM7K - RM15K),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8063,Agile Engineer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8064,Senior Back End Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8065,Java Developer (Support Analyst) -091,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8066,Senior Application Support Specialist (JOHOR),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8067,Senior Java Developer(S),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8068,System Developer Manager,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8069,Senior Programmer PHP,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8070,Principal Software Engineer – IT (Technical Architect),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8071,PHP Developer ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8072,PHP Laravel,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8073,Java Software Engineer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8074,Laravel Programmer ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8075,Senior Executive Java & PHP Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8076,Senior System Application Specialist,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8077,Senior PHP Software executive,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8078,SYSTEM PROGRAMMER,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8079,React JS. Developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8080,Application Support ,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8081,Senior Web Programmer (Laravel Framework),http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8082,IT  web developer,http://data.europa.eu/esco/occupation/a7c1d23d-aeca-4bee-9a08-5993ed98b135
8083,Manufacturing  Assistant,http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed
8084,mesin operator,http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed
8085,KERJA KOSONG (OPERATOR),http://data.europa.eu/esco/occupation/3a75b477-e151-40fb-9909-b3641401bfed
8086,Information Security Management System (ISMS) Manager,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8087,BIOINFORMATICS ANALYST,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8088,Lead cum Sr Lifeasia Developer,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8089,Technical Delivery Management(D),http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8090,Vacancy of  Technical Support on Mobile& We,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8091,Webmethod Administration,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8092,QA test Engineer ,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8093,Technical Lead/Manager,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8094,Technical Services Specialist,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8095,Technical Analyst,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8096,Local Information Security Officer,http://data.europa.eu/esco/occupation/7754d570-9519-48c2-b1c9-8e165f8bca0f
8097,iOS Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8098,Mobile Apps Developer ,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8099,Mobile Apps Programmer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8100,Mobile Apps Developer -  058,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8101,React Native Mobile App Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8102,Android Senior App Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8103,IOS Developer (Swift),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8104,Internship for Laravel cum Mobile Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8105,Apprentice Mobile Application Developer (Android or iOS),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8106,Mobile App Development Intern,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8107,Mobile Developer (IOS / Android),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8108,Mobile Application Developer ,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8109,Mobile Developer (Java/Kotlin),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8110,Delphi Object-Oriented Software Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8111,IT practitioner,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8112,Hybrid Mobile App Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8113,Senior Mobile App Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8114,SENIOR MOBILE APPLICATION DEVELOPER,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8115,SENIOR PROGRAMMER,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8116,Android & iOS Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8117,Mobile Apps Developer (Full-stack),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8118,Senior Mobile Developer - Android & iOS,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8119,IT tech junior position,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8120,Mobile Technical Lead,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8121,INFORMATION TECHNOLOGY (ANDROID DEVELOPER),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8122,Mobile App Developer (Android / iOS),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8123,Mobile IOS Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8124,Senior Mobile Application Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8125,Mobile Application (Android or iOS) Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8126,Junior/Senior Flutter Mobile Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8127,MOBILE APPLICATION ENGINEER,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8128,Mobile Team Lead (Apps Development),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8129,Mobile Developer (iOS or Android or Hybrid),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8130,Android Mobile Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8131,Mobile Application and Website Programmer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8132,iOS/Android Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8133,MOBILE APP DEVELOPER EXECUTIVE,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8134,ios Developer,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8135,iOS Mobile Developer Intern,http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
8136,Mobile Apps Developer (Front-End),http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c
